"scenename","scenecontent","ep_number"
"Infirmary","KIRA: Commander Sisko hasn't decided whether to grant you asylum yet, Tahna.",404
"Infirmary","SISKO: Major, perhaps I should conduct this alone.",404
"Infirmary","TAHNA: Major?",404
"Infirmary","KIRA: I'm the liaison officer to the Federation here. Still fighting for Bajor in my own way. I'll stop by later.",404
"Infirmary","(Kira leaves)",404
"Infirmary","TAHNA: What do you need to know, Commander?",404
"Infirmary","SISKO: For starters, why were they chasing you?",404
"Infirmary","TAHNA: You really want to hear the story of my life?",404
"Infirmary","SISKO: I assume as a member of the Kohn-Ma you've committed serious acts against them.",404
"Infirmary","TAHNA: Any one of a hundred that would lead to a Cardassian death sentence.",404
"Infirmary","SISKO: Any of them since their withdrawal from Bajor?",404
"Infirmary","TAHNA: Frankly, yes.",404
"Infirmary","SISKO: Why would you continue the violence against them now?",404
"Infirmary","TAHNA: To be honest, I'm not sure anymore. We say we're punishing them for crimes committed against us for over half a century, but I've had enough of the killing.",404
"Infirmary","BASHIR: I'm sorry, Commander. He needs rest now. ",404
"Kira's quarters","(Kira is telling on Sisko to a lady Admiral)",404
"Kira's quarters","KIRA: Admiral, I think Commander Sisko's being incredibly short-sighted. He obviously doesn't understand the issues involved.",404
"Kira's quarters","ROLLMAN [on monitor]: Thank you for bringing this to my attention, Major. I'll stay in close touch with the situation.",404
"Kira's quarters","KIRA: Thank you, Admiral. ",404
"Ops","O'BRIEN: Sir, the Cardassian warship has docked. Lieutenant Dax is making sure that all procedural details are precisely observed, no matter how long it takes.",404
"Ops","SISKO: Well done. I have some more research to do on the Kohn-Ma before I see them.",404
"Ops","O'BRIEN: Sir, I don't know much about the Bajoran terrorists, but you've never fought the Cardassians, have you?",404
"Ops","SISKO: No.",404
"Ops","O'BRIEN: Well, you just wouldn't want to turn a man, any man over to their tender care, sir. You just wouldn't. Subspace transmission from Admiral Rollman for you, Commander.",404
"Ops","SISKO: In my office. ",404
"Commander's office","ROLLMAN [on monitor]: Ben, that Bajoran woman you have working for you interrupted a staff meeting to tell me how she disapproves of your handling of this asylum matter. I think you have a problem there, Commander.",404
"Commander's office","SISKO: Yes, Admiral. ",404
"Infirmary","(Tahna wakes with a start)",404
"Infirmary","KIRA: It's all right. You're safe.",404
"Infirmary","TAHNA: Strange to run into each other here, isn't it?",404
"Infirmary","KIRA: It's good to be with someone who knows what it's been like out there.",404
"Infirmary","TAHNA: Wearing that uniform, I thought maybe you'd forgotten.",404
"Infirmary","KIRA: Never.",404
"Infirmary","TAHNA: Working on the inside hasn't dulled that old fire just a little?",404
"Infirmary","KIRA: Ask Sisko about that.",404
"Infirmary","TAHNA: Don't get along?",404
"Infirmary","KIRA: Oil and water. You're tired. I should go.",404
"Infirmary","TAHNA: Kira, do you think he'll give me to the Cardassians?",404
"Infirmary","KIRA: Over my dead body.",404
"Infirmary","TAHNA: That's the Kira I remember. ",404
"Commander's Office","GUL DANAR: If you require all vessels to endure such lengthy docking procedures, Commander, you're going to have a lot of impatient traffic out there.",404
"Commander's Office","SISKO: I apologise. We're still trying to repair all the damage your forces did before they left. It does create unreasonable delays.",404
"Commander's Office","GUL DANAR: I accept your apology, but not your explanation. What about Tahna Los?",404
"Commander's Office","SISKO: Well, we've got a problem.",404
"Commander's Office","GUL DANAR: A diplomatic insult to the Cardassian people would be a problem. Delivering a wanted criminal to us would not be.",404
"Commander's Office","SISKO: Danar, in war, both sides commit atrocities.",404
"Commander's Office","GUL DANAR: I can only tell you that we are certain he plans to commit more acts of terrorism",404
"Commander's Office","SISKO: He tells me that he has renounced the Kohn-Ma and wants to help to rebuild Bajor.",404
"Commander's Office","GUL DANAR: He committed brutal acts of destruction and murder and he must pay for those crimes.",404
"Commander's Office","SISKO: I appreciate the Cardassian position but I know if a Bajoran freedom-fighter is turned over to the Cardassians by the Federation, that would be a mistake that would undermine everything that I'm trying to accomplish here. So, with apologies, I'm going to grant him asylum for the time being. Eventually, he'll want to relocate to Bajor and if you want to pursue the matter with the Provisional Government, then that's your business. ",404
"Tahna's quarters","KIRA: How long since you've slept in a comfortable bed?",404
"Tahna's quarters","TAHNA: I can adapt to that part very quickly, thank you.",404
"Tahna's quarters","KIRA: I'm glad you're here. We need you, Tahna.",404
"Tahna's quarters","TAHNA: I don't think the Federation has any use for my particular talents.",404
"Tahna's quarters","KIRA: I mean Bajor needs you. If you had the impression that I'm a Federation officer in any way, I promise you I",404
"Tahna's quarters","TAHNA: I thought you were under Sisko's command.",404
"Tahna's quarters","KIRA: I am, but",404
"Tahna's quarters","TAHNA: You see, that's something I could never adapt to.",404
"Tahna's quarters","KIRA: Somebody has to coordinate relations between the Federation and the Provisional Government, At least with someone like me here",404
"Tahna's quarters","TAHNA: Why? Why should they be here at all? What right does this so-called Provisional Government have to bring them here",404
"Tahna's quarters","KIRA: I know",404
"Tahna's quarters","TAHNA: After everything we fought for, Kira. Freedom from domination, true independence. No outsiders. No Cardassians, and no Federations.",404
"Tahna's quarters","KIRA: Things have changed, Tahna. With the discovery of the wormhole",404
"Tahna's quarters","TAHNA: Oh, yes, the wormhole.",404
"Tahna's quarters","KIRA: Look, I don't want the Federation here any more than you do but they are serving a purpose. For the time being, at least. Without the Federation, the Cardassians would be back in a minute to take control of the wormhole. And the wormhole is the future of Bajor, Tahna. It's bringing ships and commerce. It's making us a power in the quadrant.",404
"Tahna's quarters","TAHNA: I don't want to be a power in the quadrant. I want Bajor for Bajorans. I want our homeland back.",404
"Tahna's quarters","KIRA: We have it back. And as we grow stronger, we'll be able to defend it ourselves without having to lean on the Federation or anyone else. I know it's difficult to see. After all we've been through, we want it all now. But with people like you leading the way",404
"Tahna's quarters","TAHNA: You have adapted, haven't you.",404
"Tahna's quarters","KIRA: Tahna, I've put myself on the line for you here. You are finished with the Kohn-Ma?",404
"Tahna's quarters","TAHNA: Yes. Yes, I am finished with the Kohn-Ma.",404
"Tahna's quarters","KIRA: I've been talking with several of the ministers of the Provisional Government about amnesty. For you and any member of the Kohn-Ma who follows you.",404
"Tahna's quarters","TAHNA: There are some who might, if there were assurances.",404
"Tahna's quarters","KIRA: I'm working on it, Tahna. I'll find a way to make it happen. ",404
"Promenade","(by the airlock, two Klingon women are being held at gunpoint. One deputy is on the floor.)",404
"Promenade","ODO: What?",404
"Promenade","DEPUTY: Sir, we've had a little problem. These two women are just arriving. They objected to giving up their weapons.",404
"Promenade","LURSA: Klingons do not surrender their weapons.",404
"Promenade","ODO@ Who are you?",404
"Promenade","LURSA: We are Lursa and B'Etor. Of the house of Duras.",404
"Promenade","ODO: And we have specific regulations. You can leave the weapons or leave the station. Your choice. Please make it now.",404
"Promenade","B'ETOR: Who are you?",404
"Promenade","ODO: I'm the one giving you the choice.",404
"Promenade","(They hand over the weapons)",404
"Promenade","ODO: Welcome to DS Nine. ",404
"Commander's office","ODO: We have some new guests you might be interested in. A couple of Klingon sisters from the Duras Family.",404
"Commander's office","SISKO: Lursa and B'Etor.",404
"Commander's office","ODO: You know them, then.",404
"Commander's office","SISKO: They tried to grab control of the Klingon High Council, started a brief civil war. They've been out of sight since then.",404
"Commander's office","ODO: I ran a security check. The Klingons have them listed as renegades.",404
"Commander's office","SISKO: We've heard they've been trying to raise capital to rebuild their armies. What are they doing here?",404
"Commander's office","ODO: Sitting. They went straight to Quark's, but not for the gambling and certainly not for the food. They're just sitting.",404
"Commander's office","SISKO: I don't like it.",404
"Commander's office","ODO: Why don't I lock them up and call the Klingons to come get them.",404
"Commander's office","SISKO: Odo.",404
"Commander's office","ODO: If they're enemies of the Klingon High Council?",404
"Commander's office","SISKO: They haven't broken any laws here. You can't just throw them in jail.",404
"Commander's office","ODO: You know, Cardassian rule may have been oppressive, but at least it was simple.",404
"Commander's office","SISKO: Keep an eye on them.",404
"Commander's office","ODO: As you wish, Commander. ",404
"Quark's","(Busy as ever. Lursa and B'etor are on the upper balcony, drinking, while Garak is watching them from a table in a corner.)",404
"Quark's","BASHIR: And how are you this evening, Mister Garak? Excuse me, just plain, simple Garak, you said.",404
"Quark's","GARAK: Plain and simple. Join me, Doctor. Enhance my evening.",404
"Quark's","BASHIR: Keeping an eye on the ebb and flow of things, are you?",404
"Quark's","GARAK: As a clothier, I do have a keen interest in what the population is wearing from day to day. Klingons have an odd sense of style, don't you agree?",404
"Quark's","BASHIR: Oh, yes, they do.",404
"Quark's","GARAK: But intriguing. I would say that those two outfits are worth studying closely. Look.",404
"Quark's","(Odo is also at the bar. Tahna enters. The sisters see him and come downstairs, and they all leave.) ",404
"Cargo bay","LURSA: All right, where's the payment.",404
"Cargo bay","(A rodent runs over a crate)",404
"Cargo bay","TAHNA: It's on its way.",404
"Cargo bay","B'ETOR: That was not the arrangement.",404
"Cargo bay","TAHNA: I couldn't stop to get it. I barely got past the Cardassians.",404
"Cargo bay","LURSA: Your safety is not our concern.",404
"Cargo bay","B'ETOR: Your gold is.",404
"Cargo bay","TAHNA: It will be available tomorrow.",404
"Cargo bay","B'ETOR: Good. Because if we have made this trip for nothing, you will have made a fatal mistake.",404
"Cargo bay","(They leave, and the rodent turns into Odo) ",404
"Ops","KIRA: I've managed to arrange a hearing of the Ministers' Court.",404
"Ops","SISKO: Any predictions?",404
"Ops","KIRA: I have two of the ministers, the smart ones, ready to vote for amnesty. I'm sure one of the others will fall in line.",404
"Ops","SISKO: Good.",404
"Ops","KIRA: And Tahna says two more of the Kohn-Ma are willing to follow him if you'll guarantee their safety.",404
"Ops","SISKO: Done.",404
"Ops","KIRA: I have to say this, Commander. When we first talked I wasn't sure you. This wouldn't have been possible without your support. I want you to know it's appreciated.",404
"Ops","SISKO: Be sure to mention it the next time you chat with Admiral Rollman.",404
"Ops","KIRA: Sir.",404
"Ops","SISKO: Go over my head again and I'll have yours on a platter ",404
"Commander's Office","(Odo is waiting)",404
"Commander's Office","SISKO: So, Constable. News about our Klingon sisters?",404
"Commander's Office","ODO: They seem to make friends easily.",404
"Commander's Office","SISKO: Friends?",404
"Commander's Office","ODO: Our reformed Kohn-Ma, for example.",404
"Commander's Office","SISKO: Tahna with Lursa and B'Etor?",404
"Commander's Office","ODO: Talking about a business arrangement. He's paying them for something. I don't know what. The gold is supposedly on its way.",404
"Commander's Office","SISKO: Two other members of the Kohn-Ma may be bringing it.",404
"Commander's Office","ODO: How do you know that?",404
"Commander's Office","SISKO: Major Kira mentioned that they were on their way.",404
"Commander's Office","ODO: Do you want her to know about this?",404
"Commander's Office","SISKO: Not quite yet. ",404
"Garak's shop","LURSA: You are the clothier, Garak?",404
"Garak's shop","GARAK: At your service, madam. May I show you our latest fashions? Perhaps some silk lingerie from Kraus Four?",404
"Garak's shop","B'ETOR: Watch your tongue, Cardassian, or I'll rip it out and eat it.",404
"Garak's shop","GARAK: I meant no offence. I have few Klingon patrons. So, is there something you wish to buy?",404
"Garak's shop","LURSA: We are not here to buy. We are here to sell.",404
"Garak's shop","B'ETOR: We understand you still represent Cardassian interests here.",404
"Garak's shop","GARAK: I am only a simple clothing merchant.",404
"Garak's shop","B'ETOR: We have no time for your games. Do you want Tahna Los or not?",404
"Garak's shop","GARAK: You are in a position to deliver the Bajoran to Cardassian authorities?",404
"Garak's shop","LURSA: What is he worth to them?",404
"Garak's shop","B'ETOR: In gold-pressed latinum.",404
"Garak's shop","(Garak puts a number on a PADD.)",404
"Garak's shop","LURSA: You insult us.",404
"Garak's shop","GARAK: Ladies, ladies, please. Everything is negotiable. I am no more than what I seem to be, a merchant trying to make the best transaction. So, let us haggle. ",404
"Tahna's quarters","TAHNA: Yes?",404
"Tahna's quarters","KIRA: I have the third minister's vote. The hearing is simply a formality now. You are going to receive amnesty, Tahna.",404
"Tahna's quarters","TAHNA: I never realised you were such an accomplished politician.",404
"Tahna's quarters","KIRA: Me? A politician? No, I don't think so.",404
"Tahna's quarters","TAHNA: You manipulate Sisko and the Federation, the ministers of the Provisional Government.",404
"Tahna's quarters","KIRA: I'm just determined. I think they all simply get tired of hearing my voice.",404
"Tahna's quarters","TAHNA: And here we expected to find that Kira Nerys had lost the fire in her heart.",404
"Tahna's quarters","KIRA: What are you talking about? You knew I was here before you even came. Tahna, I trusted you.",404
"Tahna's quarters","TAHNA: I am Kohn-Ma. I fight for the freedom of Bajor. You once fought for it as well.",404
"Tahna's quarters","KIRA: I'm still fighting for it.",404
"Tahna's quarters","TAHNA: Stop deluding yourself! You say you don't believe in the Federation, you say you don't believe in the Provisional Government, and yet you are their dance instructor.",404
"Tahna's quarters","KIRA: That's not fair.",404
"Tahna's quarters","TAHNA: Don't be naive, Major.",404
"Tahna's quarters","KIRA: I don't want the Federation here, but for now",404
"Tahna's quarters","TAHNA: Once you're in your comfortable bed with the Federation, you won't be able to get out. We won't be able to get out.",404
"Tahna's quarters","KIRA: If you expect me to help you commit some act of violence against the Federation",404
"Tahna's quarters","TAHNA: No. No, the violence is over. That is the truth. No one will get hurt in any way, I promise you that. But I do need your help.",404
"Tahna's quarters","KIRA: You've already lied to me, Tahna. I know how the game works.",404
"Tahna's quarters","TAHNA: To do what we plan, we need a small ship capable of warp speed. I gambled that I could convince you to get it for us.",404
"Tahna's quarters","KIRA: Just what is this peaceful plan?",404
"Tahna's quarters","TAHNA: In one move and non-violently, we accomplish everything both of us has ever wanted for Bajor.",404
"Tahna's quarters","KIRA: How?",404
"Tahna's quarters","TAHNA: I know the game too, Kira. You know I cannot risk telling you that.",404
"Tahna's quarters","KIRA: How do you know I won't just go straight to Sisko?",404
"Tahna's quarters","TAHNA: Well, if you do, we'll both know where your loyalties are, won't we? ",404
"Replimat","BASHIR: Ah. Plain, simple Garak. How are you today?",404
"Replimat","GARAK: Being observant, Doctor.",404
"Replimat","BASHIR: I'm sure of it.",404
"Replimat","GARAK: There's a time for levity, my young friend, and a time for genuine concern. The arrival on this station, for instance, of those two Kohn-Ma terrorists.",404
"Replimat","(On the upper Promenade level, Tahna is talking to two men.)",404
"Replimat","BASHIR: Terrorists? What are they doing here?",404
"Replimat","GARAK: I'm not exactly sure. But together, we might have some success at finding out.",404
"Replimat","BASHIR: Garak, I'm a doctor",404
"Replimat","GARAK: And once you do have the appropriate answer, I'm sure you'll know what to do with it.",404
"Replimat","BASHIR: I really must be getting along now.",404
"Replimat","GARAK: Doctor, I think it's time for you to take advantage of my shop. If you'll be there at exactly twenty fifty five hours tonight, I promise to show you a suit that will make you into a new man.",404
"Replimat","BASHIR: A suit? We're talking about terrorists, and you want me to buy a new suit?",404
"Replimat","GARAK: Doctor, am I making myself clear? I want you to buy a new suit tonight at twenty fifty five, exactly.",404
"Replimat","BASHIR: Er, yes, I see. Well, if you'll excuse me. (looks at the terrorists) A suit? ",404
"Ops","(Kira is looking at Kohn-Ma activity reports. When Sisko speaks she switches off the screen)",404
"Ops","SISKO: Major?",404
"Ops","KIRA: Commander.",404
"Ops","SISKO: I'd like to meet the two Kohn-Ma who just arrived as soon as possible.",404
"Ops","KIRA: Of course. I'll arrange it.",404
"Ops","SISKO: How do they seem to you?",404
"Ops","KIRA: Sir?",404
"Ops","SISKO: Do you feel as secure about them as you do about Tahna Los?",404
"Ops","KIRA: Absolutely.",404
"Ops","(Bashir enters)",404
"Ops","BASHIR: Commander Sisko.",404
"Ops","(Kira leaves)",404
"Ops","BASHIR: I need some guidance.",404
"Ops","SISKO: Yes, Doctor?",404
"Ops","BASHIR: It's about Garak, the Cardassian? I'm afraid this relationship has gotten a little out of hand.",404
"Ops","SISKO: How's that?",404
"Ops","BASHIR: He wants me to buy a suit.",404
"Ops","SISKO: A suit?",404
"Ops","BASHIR: At exactly twenty fifty five tonight.",404
"Ops","SISKO: Why twenty fifty five?",404
"Ops","BASHIR: I don't know but it has something to do with those two Bajoran terrorists on board. He says that together, he and I might discover what they're really doing here. I don't understand why he wants me involved.",404
"Ops","SISKO: Sometimes communications can't be conducted through official channels. Maybe this is their way of telling us that we have a common enemy.",404
"Ops","BASHIR: Well, what do you want me to do?",404
"Ops","SISKO: I think, Doctor, you could definitely use a new suit. ",404
"Security office","KIRA: Busy?",404
"Security office","ODO: What can I do for you?",404
"Security office","KIRA: Are all the security measures in place for the trip to the Ministers' Court?",404
"Security office","ODO: I told you they'd be taken care of and they will.",404
"Security office","KIRA: Fine.",404
"Security office","ODO: You know, there's one thing about you humanoids I can't imitate very well.",404
"Security office","KIRA: What's that?",404
"Security office","ODO: Pretence. There's a special talent to it. It's as hard for me as creating one of your noses.",404
"Security office","KIRA: Maybe that's why I've learned to respect your opinion, Constable. Never any pretence. How much do you know about me, Odo?",404
"Security office","ODO: More than you probably realise.",404
"Security office","KIRA: I've done some things I'm not proud of. I still have nightmares about the raids on the Haru outposts, but at least I was sure of what I was doing then.",404
"Security office","ODO: And there's something you're not sure of now.",404
"Security office","KIRA: You have no more love for the Federation than I do.",404
"Security office","ODO: Meaning?",404
"Security office","KIRA: Maybe there are still wars to be fought and I'm just making a fool of myself doing what I'm doing here.",404
"Security office","ODO: It sounds like you're trying to talk yourself into something. Or out of something.",404
"Security office","KIRA: Either way, I have to betray someone.",404
"Security office","ODO: The only important thing is not to betray yourself.",404
"Security office","KIRA: How could I possibly turn against my own people?",404
"Security office","ODO: Are they? Your own people?",404
"Security office","KIRA: They're no different than I used to be.",404
"Security office","ODO: Used to be.",404
"Security office","KIRA: I could just refuse to help them. Ignore the whole thing.",404
"Security office","ODO: The Joranian ostrich hides by sticking its head under water. Sometimes even until it drowns.",404
"Security office","KIRA: Then they'd find a way to do whatever they want to do anyway and I'd still feel responsible for the consequences. It was so much easier when I knew who the enemy was.",404
"Security office","ODO: Odo to Sisko.",404
"Security office","SISKO [OC]: Go ahead.",404
"Security office","ODO: There's someone down here in security who wants to talk to you, Commander. ",404
"Garak's shop","(The shop is closed and dark)",404
"Garak's shop","GARAK: Quickly, Doctor, you're late. It's twenty fifty seven. Now just take this and try that on as many times as you like, and stay very, very quiet.",404
"Garak's shop","BASHIR: I was just",404
"Garak's shop","(Garak gives Bashir a jacket and hustles him into the fitting room, drawing the curtain) ",404
"Fitting room","GARAK [OC]: Ah, right on time. Welcome.",404
"Fitting room","B'ETOR [OC]: Save your welcomes, Cardassian. Do your people want the Bajoran or not?",404
"Fitting room","GARAK [OC]: I can now venture to say, with some certainty, that you will receive the agreed-upon payment on delivery. ",404
"Garak's shop","LURSA: We will complete our business with Tahna Los in four hours.",404
"Garak's shop","GARAK: And what business might that be?",404
"Garak's shop","B'ETOR: That is not your concern.",404
"Garak's shop","GARAK: If it requires that those I represent must take extra precautions, it becomes my concern.",404
"Garak's shop","LURSA: We will deliver him a cylinder of bilitrium.",404
"Garak's shop","B'ETOR: The rendezvous will be on the dark side of Bajor Eight's lower moon. The Cardassians can have him then.",404
"Garak's shop","(The sisters leave the shop and Garak lets Bashir out)",404
"Garak's shop","BASHIR: What's bilitrium?",404
"Garak's shop","GARAK: A rare crystalline element, that can be an incredibly powerful source of energy. Provided, of course, one also has an anti-matter converter. Unfortunately, that's why Cardassians were chasing Tahna Los when he arrived here. He stole one.",404
"Garak's shop","BASHIR: But if he's got both.",404
"Garak's shop","GARAK: Quite right, Doctor. He has the ingredients for a bomb. A bomb of significant destructive capability. ",404
"Ops","SISKO: We have nothing to hold them on. they haven't committed any crime yet.",404
"Ops","ODO: Conspiracy is a crime.",404
"Ops","BASHIR: Conspiracy to what? We don't even know what their plan is.",404
"Ops","O'BRIEN: Once the switch with the Klingons is made, you've got them holding the components to an explosive device. That's enough evidence right there.",404
"Ops","KIRA: Chief O'Brien is right. We have to give them a runabout.",404
"Ops","SISKO: Agreed.",404
"Ops","KIRA: And I have to be on it.",404
"Ops","SISKO: Not agreed. Major.",404
"Ops","KIRA: Commander, Tahna doesn't know if he can trust me as it is. If I try to stay behind, he won't buy into this. The only way to convince him is if I'm on board. If Tahna fails, I promise you others will try. At least this way you can find out what they're up to.",404
"Ops","SISKO: Mister O'Brien, you and I will take a runabout to a point behind the second moon of Bajor Eight to avoid detection.",404
"Ops","O'BRIEN: Aye, sir.",404
"Ops","SISKO: Dax, stay in touch with us on a secured channel. Keep an eye on the Cardassians. They'll be coming to the party, too. You get him there, Major. We'll be waiting. ",404
"Security office","(Odo is watching on a monitor)",404
"Security office","ODO: They're moving into the runabout. ",404
"Ops","DAX: Acknowledged. DS Nine to Ganges.",404
"Ops","SISKO [OC]: Go ahead. ",404
"Runabout Ganges","DAX [OC]: They're in the Yangtzee Kiang. They're initialising pre-launch systems now.",404
"Runabout Ganges","SISKO: Understood, Lieutenant. Shut down all main power systems.",404
"Runabout Ganges","O'BRIEN: Dead quiet. ",404
"Runabout Yangtzee Kiang","(Tahna is plugging in his device)",404
"Runabout Yangtzee Kiang","KIRA: Bajor Eight in one hundred twenty thousand kilometres. Dropping to impulse. What is that?",404
"Runabout Yangtzee Kiang","TAHNA: An anti-matter converter. I'm transferring power from the ship's warp drive into the storage cells.",404
"Runabout Yangtzee Kiang","KIRA: We've got a Klingon Bird of Prey decloaking dead ahead.",404
"Runabout Yangtzee Kiang","TAHNA: It's all right. We're here to meet them.",404
"Runabout Yangtzee Kiang","KIRA: Klingons? Why?",404
"Runabout Yangtzee Kiang","TAHNA: You'll know soon enough. ",404
"Runabout Ganges","O'BRIEN: The Klingons have powered up their transporters.",404
"Runabout Ganges","SISKO: Prepare to go to full impulse. ",404
"Runabout Yangtzee Kiang","(Lursa and B'Etor beam in with a cylinder.)",404
"Runabout Yangtzee Kiang","TAHNA: Thirteen kilograms of gold-pressed latinum, as promised.",404
