"scenename","scenecontent","ep_number"
"Promenade","DAX: It's a weakness of the young, and although a Trill host may have these feelings occasionally, it is our wish to live on a higher plane, to try to rise above these kinds of temptations.",403
"Promenade","BASHIR: You said, try to rise above, which suggests you don't always succeed.",403
"Promenade","DAX: Julian.",403
"Promenade","SISKO [OC]: Sisko to Doctor Bashir.",403
"Promenade","BASHIR: Go ahead.",403
"Promenade","SISKO [OC]: We need medical assistance above the bar in holosuite four.",403
"Promenade","BASHIR: Acknowledged, Commander. I still have that champagne on ice. ",403
"Replimat","(Nog leaves his bugs by a couple and runs away to watch. The couple start scratching, then their skin changes colour to blue and green.)",403
"Replimat","WOMAN: Help us!",403
"Replimat","MAN: Somebody help us!",403
"Replimat","WOMAN: Something is happening to us!",403
"Replimat","MAN: Get a doctor!",403
"Replimat","(Then suddenly it's all over and they're fine again. Jake and Nog are lead away by a Deputy. Keiko watches thoughtfully.) ",403
"Holosuite","(The programme is finished and Iduban is lying on the floor)",403
"Holosuite","ODO: The door opened only twice. The first time when the computer logged Ibudan's check-in at seventeen hundred hours, sixteen minutes. The suite was secured so no one else could enter. He ran Lauriento massage holoprogram number one oh one A. Thirteen minutes later the door opened for the second time, but since Ibudan obviously didn't exit, we have to assume that's when the killer left.",403
"Holosuite","KIRA: Any evidence of a beam in during those thirteen minutes?",403
"Holosuite","ODO: No.",403
"Holosuite","KIRA: Well then how did the killer get in?",403
"Holosuite","SISKO: He might have entered the holosuite the same time Ibudan did.",403
"Holosuite","BASHIR: Cause of death's no mystery. The knife was thrust directly between the left and right thoracic vertebrae, perforating the lower ventricle of the heart. The murderer apparently had a decent knowledge of Bajoran anatomy.",403
"Holosuite","SISKO: Doctor, I want you to look for evidence that could establish someone was in here with him.",403
"Holosuite","BASHIR: I'll do a sweep for hair follicles, any skin or cellular remnants, and DNA fragments.",403
"Holosuite","SISKO: How many ships have left since yesterday.",403
"Holosuite","KIRA: Two. A Federation survey ship and a Vulcan science vessel.",403
"Holosuite","SISKO: Advise all ships in dock that departures will be delayed until further notice. ",403
"O'Brien's quarters","(At their evening meal, Japanese-style.)",403
"O'Brien's quarters","KEIKO: And they were just looking for trouble. Those kids have no reason to be hanging around the Promenade.",403
"O'Brien's quarters","O'BRIEN: It's about the only place they have to go. You can't keep them locked in their rooms.",403
"O'Brien's quarters","KEIKO: This isn't like a starship, Miles. The kind of freedom children have on the Enterprise just won't work on a space station. There are too many ways to get into serious trouble here. What this place needs is a school. ",403
"Commander's office","KIRA: All ships have been informed of the delays, Commander.",403
"Commander's office","SISKO: Major, do you know Mister Zayra, who operates the Transit Aid centre?",403
"Commander's office","KIRA: We've met.",403
"Commander's office","SISKO: He was just telling me something disturbing. I think you should hear it",403
"Commander's office","ZAYRA: It's just that the murdered man, Ibudan, I spoke to him yesterday about an hour before it happened.",403
"Commander's office","KIRA: Where was this?",403
"Commander's office","ZAYRA: Quark's. By the dabo table. It was after his scuffle with the shape-shifter. He told me that he was scared. He was afraid that Odo might kill him.",403
"Commander's office","KIRA: There isn't a more honourable man on this station than the Constable.",403
"Commander's office","ZAYRA: Maybe so. All I know is, an hour later, Ibudan was dead. ",403
"Ibudan's quarters","(On board a Bajoran ship docked at DS9.)",403
"Ibudan's quarters","OFFICER: Computer, lights. This was Ibudan's quarters. Feel free to look around.",403
"Ibudan's quarters","ODO: Double accommodations?",403
"Ibudan's quarters","OFFICER: That's what he requested, but only one passenger was logged in. He probably just wanted larger quarters. If there's anything else you need.",403
"Ibudan's quarters","ODO: I want a record of all the passengers on board.",403
"Ibudan's quarters","OFFICER: Of course. I'll get you a copy of the ship's manifest.",403
"Ibudan's quarters","(The officer leaves)",403
"Ibudan's quarters","ODO: Computer, how many entries made from this terminal during the last seventy eight hours.",403
"Ibudan's quarters","COMPUTER: Seven entries noted in personal calendar files.",403
"Ibudan's quarters","ODO: Show them to me.",403
"Ibudan's quarters","(Stardate 46383 Secure for departure, Depart from",403
"Ibudan's quarters","Alderaan spaceport, Lifeboat drill, Lunch meeting with",403
"Ibudan's quarters","Della Santina, Tennis holodeck 2, Dinner, Ship's concert.) ODO: Take me to stardate 46384",403
"Ibudan's quarters","(Subspace conference - Gocke, Meeting with Zarro - project analysis, Lunch with Moudakis, Tennis holodeck 3, Arrival DS9, Disembark, Shopping at Promenade, Tennis holodeck 2, Meeting with Ahern, Lunch at Quark's Place, Transit Aid, Back up computer files, Prepare project review report, Odo.) ",403
"Sisko's quarters","SISKO: You won't get an argument from me, Mrs O'Brien. When I found out what happened this morning on the Promenade",403
"Sisko's quarters","JAKE: We weren't doing anything.",403
"Sisko's quarters","SISKO: I don't want to talk about this now. It's this Ferengi boy, Nog. Jake's won't be having anything more to do with him.",403
"Sisko's quarters","JAKE: He's the only one here even close to my age.",403
"Sisko's quarters","KEIKO: That's not exactly true, Jake. There are twelve other children on board, ranging from eight to sixteen. The problem is there's no structured activity for them. Don't you miss the schools you used to go to, Jake?",403
"Sisko's quarters","JAKE: No. I guess. Studying alone on the computer, it kind of gets boring sometimes.",403
"Sisko's quarters","KEIKO: You know, I've never actually been a teacher, Commander, but it's something I've always thought about doing.",403
"Sisko's quarters","SISKO: As a Starfleet Commander and as a father, I think this is a terrific idea. What do you need?",403
"Sisko's quarters","KEIKO: Some space.",403
"Sisko's quarters","SISKO: We'll find it.",403
"Sisko's quarters","KEIKO: Computers?",403
"Sisko's quarters","SISKO: You'll have them. I hope you realise what you're getting yourself into. I can't force the Bajora, the Ferengi or anyone else to send their children to your school. And even if they do come, every one has a different culture, a different philosophy.",403
"Sisko's quarters","KEIKO: I know I'll have to come up with an innovative programme But I can't imagine any parent not welcoming the news of a school opening here. Thank you, Commander.",403
"Sisko's quarters","(Keiko leaves)",403
"Sisko's quarters","SISKO: If I hear of you hanging around with him.",403
"Sisko's quarters","JAKE: I thought you didn't want to talk about this now. ",403
"Infirmary","BASHIR: These are the DNA sequence analyses, the cellular spectrographs and the particulate matter traces. I asked Lieutenant Dax to confirm my findings and I'm afraid she concurs.",403
"Infirmary","DAX: There were no new DNA traces found in the holosuite.",403
"Infirmary","KIRA: You're saying nobody went into the room with him?",403
"Infirmary","BASHIR: Well, apart from those of us who were in there after the body was discovered, this was the only DNA present, and we've identified it as Ibudan's.",403
"Infirmary","KIRA: Wait a minute. Ibudan goes in the holosuite alone, locks the door, nobody transports in, a few minutes later he's murdered. How is that possible?",403
"Infirmary","ODO: It's not. Unless the murder was committed by someone who could get through the cracks in the door. Say, a shape-shifter. ",403
"Ops","ODO: It's a pretty neat package. His calendar shows he was planning to meet with me at the time of the murder. No one except a shape-shifter could get into the holosuite. And since I'd obviously be called there after the body was discovered, traces of my DNA wind up at the scene of the crime.",403
"Ops","KIRA: Do you have any kind of an alibi?",403
"Ops","ODO: Major, I have to return to my natural state every eighteen hours to regenerate. To be quite honest about it, I was in a pail in the back of my office when Ibudan was killed.",403
"Ops","KIRA: The killer might have known your regenerative cycle and planned the murder accordingly.",403
"Ops","ODO: Like I said, a neat package.",403
"Ops","KIRA: Who might want to frame you for murder?",403
"Ops","ODO: I can think of about five hundred different people, but I haven't seen any of them around the station recently. Do you think that Federation doctor could do a sweep of Ibudan's quarters for me, see if he can find out if somebody else was using that second bed?",403
"Ops","KIRA: I'll send him over there right away.",403
"Ops","ODO: Thank you, Major. ",403
"Quark's","GIRL: Dabo!",403
"Quark's","ROM: You want my boy to go to a Federation school?",403
"Quark's","KEIKO: Not just Federation. I'm developing a curriculum that will take a much broader approach.",403
"Quark's","ROM: Little lady, little lady, what do you know of Ferengi education?",403
"Quark's","KEIKO: I understand you employ a work-study approach, Mister Rom, with apprenticeships in a wide range of business and economic fields.",403
"Quark's","ROM: We throw them into the cut-throat competition of Ferengi commerce and anyone who survives, graduates. Are you prepared to teach that to my son?",403
"Quark's","KEIKO: I'm sure I couldn't improve on what you've already taught him in that department.",403
"Quark's","ROM: Thank you. Thank you. I've taught him everything I know. It's so important that we prepare our youth for the challenges of the future.",403
"Quark's","KEIKO: Exactly. Consider the advantage your son will have over other Ferengi once he's learned about other cultures, once he learns how others run their economies, conduct business, negotiate.",403
"Quark's","ROM: You will teach my son these things?",403
"Quark's","KEIKO: Knowledge is power, Mister Rom.",403
"Quark's","ROM: It can't work. He will not listen to you.",403
"Quark's","KEIKO: Why not?",403
"Quark's","ROM: You are female.",403
"Quark's","KEIKO: So?",403
"Quark's","ROM: My son cannot learn anything from a female human teacher.",403
"Quark's","KEIKO: Let him try it for a few weeks. He has nothing to lose and so much to gain.",403
"Quark's","ROM: I don't think so.",403
"Quark's","KEIKO: Will you at least think about it?",403
"Quark's","ROM: Yes. Yes. Of course. Now, really, I'm quite busy. Place your wagers! Place your wagers. Get this lovely young woman a drink.",403
"Quark's","(Keiko leaves, and as we follow her past the bar)",403
"Quark's","ZAYRA: What do we know about him anyway? He's not one of us.",403
"Quark's","BAJORAN: He isn't one of anything.",403
"Quark's","ZAYRA: You know what really bothers me? This shifter was the last Chief of Security when the Cardassians were here.",403
"Quark's","BAJORAN: He's the one who caught Ibudan for them.",403
"Quark's","ZAYRA: Why is he still Security Chief?",403
"Quark's","BAJORAN: You're right. We ought to talk to Major Kira.",403
"Quark's","QUARK: Nobody knows him like I know him. Let me tell you something. He's an ill-tempered, over-bearing crosspatch. But he was no Cardassian collaborator and he's no killer.",403
"Quark's","ZAYRA: I can't believe you're defending him, Quark. You're his worst enemy.",403
"Quark's","QUARK: Guess that's the closest thing he has in this world to a friend.",403
"Quark's","(A grey-bearded Bajoran in a cloak and hood watches the men talking.",403
"Quark's","ZAYRA: Security, huh? ",403
"Ibudan's quarters","(Bashir is vacuuming up samples of debris in the room) ",403
"Ops","SISKO: Listen, I hear what you're saying. I understand your concerns.",403
"Ops","ZAYRA: We're not saying whether he's innocent or guilty, Commander. All we're saying is isn't it reasonable under the circumstances that he",403
"Ops","KIRA: Thank you very much for coming.",403
"Ops","(Zayra and the deputation leave.)",403
"Ops","KIRA: This is wrong.",403
"Ops","SISKO: And what would you suggest we do?",403
"Ops","KIRA: He didn't do it.",403
"Ops","SISKO: The man we have in charge of a murder investigation is the prime suspect, Major. Those people have a right to complain.",403
"Ops","DAX: Even if he's innocent, it could still seem like a conflict of interest, Kira.",403
"Ops","KIRA: You're going to relieve him of duty.",403
"Ops","SISKO: I don't see any other choice.",403
"Ops","KIRA: He has been completely candid about this investigation. He could have covered his tracks a half a dozen times already if he were guilty.",403
"Ops","SISKO: I appreciate how you feel, but the decision stands. I'll inform him myself. ",403
"Infirmary","BASHIR: The only curious thing I found were these seofurane fragments near the matter reclamation unit. Dish, please. It appears he was trying to get rid of them.",403
"Infirmary","ODO: Do you have any idea what they're from?",403
"Infirmary","BASHIR: I know exactly what they're from. A biological sample container. I use them all the time.",403
"Infirmary","ODO: What would Ibudan be doing with a biological sample container?",403
"Infirmary","BASHIR: That I'm not so sure about, but when I analysed the fragments I detected traces of a complex organic structure.",403
"Infirmary","ODO: Translate, Doctor.",403
"Infirmary","BASHIR: It suggests Ibudan may have been conducting some sort of medical experiment on board his ship.",403
"Infirmary","ODO: He wasn't a doctor or a scientist.",403
"Infirmary","BASHIR: Let's see what a standard electrophoretic analysis tells us.",403
"Infirmary","(Bashir touches a few buttons and looks at the monitor)",403
"Infirmary","BASHIR: What the? The complex proteins are breaking down into DNA fragments.",403
"Infirmary","ODO: And what does that mean?",403
"Infirmary","BASHIR: It means we should set up a bio-regenerative field to accelerate the cellular development. If I can reconstruct the DNA sequence, it might just give us an idea what he was up to.",403
"Infirmary","SISKO [OC]: Sisko to Odo.",403
"Infirmary","ODO: Here.",403
"Infirmary","SISKO [OC]: May I see you in my office, please.",403
"Infirmary","ODO: Acknowledged.",403
"Infirmary","(Bashir puts his sample into a large vat) ",403
"Commander's office","ODO: Commander?",403
"Commander's office","SISKO: Sit down. I am temporarily relieving you of duty. I'm sure the reasons are obvious.",403
"Commander's office","ODO: Who will be taking over the investigation?",403
"Commander's office","SISKO: I've placed Major Kira and Lieutenant Dax in charge.",403
"Commander's office","ODO: Will that be all, Commander?",403
"Commander's office","SISKO: I want you to know I don't personally believe that you were responsible for this.",403
"Commander's office","ODO: Really? Now how can that be true? You don't know me. You have no reason to believe that I wouldn't kill Ibudan if it suited my fancy. So don't tell me there isn't some doubt inside of you, some question about whether or not I murdered the man.",403
"Commander's office","SISKO: I simply feel that putting Kira and Dax in charge of the investigation will be in everyone's best interests, including your own.",403
"Commander's office","ODO: I'll take care of my own best interests. ",403
"Promenade","MAN: That's him.",403
"Promenade","VOICE: They found his DNA. ",403
"Security office","(The place has been vandalised, with wall monitors smashed and Shifter painted in English on the wall)",403
"Security office","QUARK: I can find out who did it for you.",403
"Security office","ODO: Not for me. Tell it to Starfleet. I'm not in charge here any longer.",403
"Security office","QUARK: Well now, there's a piece of good news to brighten my day.",403
"Security office","ODO: You'd better take advantage of my absence while you can, Quark.",403
"Security office","QUARK: Oh, I will, I will. Count on it. I'll have every confidence man in the sector on board by tomorrow.",403
"Security office","ODO: You do and I'll",403
"Security office","QUARK: What?",403
"Security office","ODO: You're going get sloppy without me to keep an eye on you",403
"Security office","QUARK: I don't think so. You've kept me on my toes for far too long now.",403
"Security office","ODO: Sure. I've turned you into a better crook.",403
"Security office","QUARK: Like it or not.",403
"Security office","ODO: Quark, think you could use a shape-shifter in your organisation?",403
"Security office","QUARK: You had me going.",403
"Security office","ODO: I did, didn't I.",403
"Security office","QUARK: Yes, you did. You know, I've been asking some friends at Kran-Tobol prison about Ibudan. Whether he made any enemies while he was there. Couldn't find any. Mostly he stayed around the Bajoran dissidents that the Cardassians locked up. ",403
"Infirmary","BASHIR: It's growing exponentially. We're going to have to increase the metabolic field energy.",403
"Infirmary","SISKO: Just what is it that's growing in there?",403
"Infirmary","DAX: Aren't those DNA patterns humanoid, Julian?",403
"Infirmary","BASHIR: That's what it looks like to me, but there's a genetic drift I can't quite put my finger on.",403
"Infirmary","SISKO: What was Ibudan up to?",403
"Infirmary","BASHIR: We're going to have to wait and see what this becomes before we have a clue. You can transfer it to the larger field now.",403
"Infirmary","NURSE: Yes, Doctor.",403
"Infirmary","SISKO: (to Dax) Care for lunch?",403
"Infirmary","BASHIR: Sure.",403
"Infirmary","DAX: No, thank you. Major Kira's waiting for my report. ",403
"Quark's","BASHIR: Just how many different lives do you think she's led?",403
"Quark's","SISKO: I don't even know. He'll go, she'll go through a list of them, then out comes another one in a later conversation. I'd guess that Jadzia is probably the sixth host.",403
"Quark's","BASHIR: Has she changed much?",403
"Quark's","SISKO: Changed?",403
"Quark's","BASHIR: From the last one, Curzon Dax. I understand a Trill integrates the personality of each new host.",403
"Quark's","SISKO: I guess I'll have to find that out. If I were to tell you some of the mischief he and I got into. There was a time, I was no older than you are, we were at the running of the Rujian Steeplechase. Dax loves the races. Anyway, there were these gorgeous seven foot Ruji twin sisters that Curzon knew, and he and I. I guess we won't be doing that again soon, will we?",403
"Quark's","BASHIR: You care for her a great deal, don't you?",403
"Quark's","SISKO: Dax and I are just friends, Doctor. If you're interested, you have nothing to fear from me.",403
"Quark's","BASHIR: I mean, I were in your shoes, knowing Dax as intimately as you do, I think I'd find her hard to resist.",403
"Quark's","SISKO: You don't understand, Doctor. Dax used to beat me regularly at bare fist Juro counterpunch.",403
"Quark's","BASHIR: Well I guess you won't be doing that again soon, either.",403
"Quark's","(Odo enters, and is promptly sent to Coventry)",403
"Quark's","MAN: I'm not drinking with that scum.",403
"Quark's","VOICE: I won't drink near this man.",403
"Quark's","(Even Morn leaves Odo alone at the bar) ",403
"Schoolroom","(Desks and computers are being brought in)",403
"Schoolroom","KEIKO: In a semi-circle here, facing the module. That's right. Thank you.",403
"Schoolroom","O'BRIEN: Here's Mommy.",403
"Schoolroom","MOLLY: Where you been, Mommy?",403
"Schoolroom","KEIKO: I've been getting ready for school tomorrow, honey.",403
"Schoolroom","MOLLY: Can I come to school?",403
"Schoolroom","KEIKO: I wish you could. At least I'd know one student would be coming. But you have to wait a year or two.",403
"Schoolroom","O'BRIEN: How's it going?",403
"Schoolroom","KEIKO: We'll be ready in time. In time for what, I'm not sure. Aside from Commander Sisko, we haven't had a firm commitment from any of the parents. What's this?",403
"Schoolroom","O'BRIEN: Just a little something I replicated on the way over.",403
"Schoolroom","KEIKO: Help Mommy to open her present, Molly. Come on, pull.",403
"Schoolroom","(It's a school bell)",403
"Schoolroom","KEIKO: Oh, Miles. Thank you.",403
"Schoolroom","O'BRIEN: I want to see you standing in the Promenade tomorrow morning ringing your school bell.",403
"Schoolroom","MAN [OC]: Murderer.",403
"Schoolroom","O'BRIEN: I'd better take her home. ",403
"Promenade","(Odo is being followed by a crowd.)",403
"Promenade","CROWD: Murder. Killer.",403
"Promenade","ZAYRA: Shape-shifting freak.",403
"Promenade","(Odo retreats to the security office while the mob gathers outside.)",403
"Promenade","O'BRIEN: O'Brien to Ops. ",403
"Ops","O'BRIEN [OC]: Security to the Promenade on the double.",403
"Ops","KIRA: Acknowledged.",403
"Ops","SECURITY: Yes, sir.",403
"Ops","O'BRIEN [OC]: O'Brien to Sisko.",403
"Ops","SISKO: I'm here, Chief. What's going on?",403
"Ops","O'BRIEN [OC]: We've got a crowd, more like a mob, outside Odo's office. ",403
"Promenade","O'BRIEN: You'd better get down here. ",403
"Infirmary","(The thing Bashir's growing is about four feet long now.) ",403
"Promenade","CROWD: Freak! Shape-shifter!",403
"Promenade","ZAYRA: Freak! Murdering shifter.",403
"Promenade","SISKO: Odo's inside?",403
"Promenade","O'BRIEN: Yes sir, he went in a few minutes ago. The crowd followed him from the bar.",403
"Promenade","SISKO: I want more security here and I want them armed.",403
"Promenade","O'BRIEN: Aye, sir",403
"Promenade","(O'Brien leaves)",403
"Promenade","KIRA: It's going to be harder to control them if numbers keep growing. We can secure all turbolifts, slow down the traffic onto the Promenade.",403
"Promenade","SISKO: Good idea.",403
"Promenade","(Someone throws a piece of which breaks the Security office window, and the bearded man watches) ",403
"Infirmary","DAX: Julian, look at this.",403
"Infirmary","BASHIR: The chromatin pattern is changing.",403
"Infirmary","DAX: It's definitely humanoid.",403
"Infirmary","BASHIR: It's definitely humanoid. It's definitely. My God! Dax, I think I know what it is. Run a chromosome analysis. I think we're going to find a gene-sequence degradation. ",403
"Promenade","ZAYRA: (leading the chant) Shifter! Shifter! Shifter! Shifter!",403
"Promenade","(Phasers are being handed out.)",403
"Promenade","SISKO: Coming through. What the hell do you people intend to accomplish here?",403
"Promenade","BAJORAN: We want the shape-shifter!",403
"Promenade","SISKO: And what do you think you're going to do to him if you get to him?",403
"Promenade","CROWD: He deserves to die.",403
"Promenade","ZAYRA: He's right. How do you get a rope around the neck of a shape-shifter.",403
"Promenade","SISKO: Listen to me. You will disperse immediately. Return to your quarters. Return to your ships.",403
"Promenade","(Missiles are thrown, one hits a deputy in the face. O'Brien and Kira go hand to hand with a couple of men. Sisko shoots in the air.)",403
