"scenename","scenecontent","ep_number"
"O'Brien's quarters","O'BRIEN: Yeah, but you see, this isn't a toy. This is a model.",575
"O'Brien's quarters","KEIKO: Maybe it belongs in a museum then.",575
"O'Brien's quarters","O'BRIEN: I suppose I could give it to Julian.",575
"O'Brien's quarters","KEIKO: Sounds good to me. Speaking of Julian. Have you told him about Starfleet's offer yet?",575
"O'Brien's quarters","O'BRIEN: No, not yet.",575
"O'Brien's quarters","MOLLY: I knew it.",575
"O'Brien's quarters","O'BRIEN: What's that supposed to mean?",575
"O'Brien's quarters","MOLLY: We're not going back to Earth.",575
"O'Brien's quarters","O'BRIEN: Of course we are. Daddy's going to teach at the Academy, when the war's over.",575
"O'Brien's quarters","MOLLY: Then why haven't you told Julian?",575
"O'Brien's quarters","KEIKO: Out of the mouth of babes.",575
"O'Brien's quarters","O'BRIEN: I'll tell him, you know, when I think he's ready to hear it. ",575
"Sisko's quarters","(Sisko puts a cold towel on Kasidy's forehead.)",575
"Sisko's quarters","SISKO: How's that?",575
"Sisko's quarters","KASIDY: Oh, it's doing wonders for my head, but it's my stomach that's bothering me.",575
"Sisko's quarters","SISKO: Well, if it will help, morning sickness ends after the first trimester.",575
"Sisko's quarters","KASIDY: Oh, that's two more months. I don't think I'm going to make it.",575
"Sisko's quarters","SISKO: You're going to make it.",575
"Sisko's quarters","KASIDY: Ben? Promise me something. Promise that you'll come home to us.",575
"Sisko's quarters","SISKO: I promise.",575
"Sisko's quarters","KASIDY: I don't believe it",575
"Sisko's quarters","SISKO: I said I promise.",575
"Sisko's quarters","KASIDY: No, it's not",575
"Sisko's quarters","(Kasidy runs for the bathroom and the doorbell rings.)",575
"Sisko's quarters","SISKO: Come in.",575
"Sisko's quarters","JAKE: Hey. I thought I'd walk you to the Defiant.",575
"Sisko's quarters","SISKO: I'd like that.",575
"Sisko's quarters","JAKE: How's Kas?",575
"Sisko's quarters","(Coughs off-screen then she enters, bedraggled.)",575
"Sisko's quarters","KASIDY: Reports of my death have been exaggerated. But not by much.",575
"Sisko's quarters","JAKE: Isn't there something she can take to make her feel better?",575
"Sisko's quarters","SISKO: She doesn't like taking medication unless it's absolutely necessary.",575
"Sisko's quarters","JAKE: Sounds necessary to me.",575
"Sisko's quarters","KASIDY: Waiting for you to leave only makes me feel worse. If you're going to go, just go.",575
"Sisko's quarters","SISKO: You're sure I can't get you anything?",575
"Sisko's quarters","KASIDY: Just hurry up and come back home.",575
"Sisko's quarters","(Kasidy does the bathroom run again.) ",575
"Promenade","ODO: Mind if I walk with you, Commander?",575
"Promenade","WORF: Not at all. Captain Sisko informed me that you would be joining us on the mission. I hope that when we reach Cardassia, we find Colonel Kira alive and well.",575
"Promenade","ODO: So do I, Commander. So do I. ",575
"Bridge","NOG: Captain on the Bridge.",575
"Bridge","SISKO: All right people, what do you say we end this war?",575
"Bridge","O'BRIEN: Sounds good to me.",575
"Bridge","SISKO: Ensign, I believe you know the way to Cardassia.",575
"Bridge","NOG: If I get lost, I'll just follow the ship in front of us.",575
"Bridge","(The huge armada heads out as we go to the main titles.) ",575
"Dominion briefing room","(It is sunset symbolically and literally on Cardassia. The Founder is a terminally ill lifeform.)",575
"Dominion briefing room","WEYOUN: The Federation invasion fleet has left Deep Space Nine. It will reach the Cardassian border by tomorrow night.",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","FOUNDER: Our brave Jem'Hadar soldiers have a motto. Victory is Life.",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","FOUNDER: I'm glad you're familiar with it. Because today, those words have meaning for us all. The outcome of this battle will determine the outcome of the war. Either we destroy their invasion forces or they destroy us. There is no other option.",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","FOUNDER: Fight well today, and Romulus will be yours to do with as you wish.",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","FOUNDER: Yes, yes and Earth too.",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","FOUNDER: I assure you, the pleasure is all mine.",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","(Gor moves back to the tactical display. Weyoun is looking concerned.)",575
"Dominion briefing room","FOUNDER: Is something bothering you?",575
"Dominion briefing room","WEYOUN: Apparently, I was under the mistaken impression that all Federation territories would fall under my jurisdiction, including Earth.",575
"Dominion briefing room","FOUNDER: And so they shall.",575
"Dominion briefing room","WEYOUN: But you promised the Breen.",575
"Dominion briefing room","FOUNDER: I would promise the Breen the entire Alpha Quadrant if I thought it would help win this war.",575
"Dominion briefing room","WEYOUN: The Founder is wise in all things.",575
"Dominion briefing room","(Broca enters)",575
"Dominion briefing room","BROCA: Founder. I've heard a disturbing rumour about the traitor Damar.",575
"Dominion briefing room","WEYOUN: What about him?",575
"Dominion briefing room","BROCA: He may be alive.",575
"Dominion briefing room","FOUNDER: Is this possible?",575
"Dominion briefing room","WEYOUN: I don't see how. We destroyed his ship, his rebel bases.",575
"Dominion briefing room","FOUNDER: But his body was never found.",575
"Dominion briefing room","BROCA: They say he's here on Cardassia Prime. In the capital, no less.",575
"Dominion briefing room","FOUNDER: Look into this matter.",575
"Dominion briefing room","WEYOUN: If Damar is alive",575
"Dominion briefing room","BROCA: He won't be for long. ",575
"Cardassian alley","(Dead of night. Damar and Garak sneak along, then a light is shone at Garak.)",575
"Cardassian alley","JEM'HADAR: Halt. Step forward. Slowly.",575
"Cardassian alley","GARAK: I'm sorry, have we done something wrong? We're new to the city and I'm afraid we're lost.",575
"Cardassian alley","JEM'HADAR: Quiet! You are Legate Damar.",575
"Cardassian alley","GARAK: I told you you looked like him. I can't tell you how many times my cousin has been mistaken for that traitor.",575
"Cardassian alley","JEM'HADAR: He will be taken to Dominion Headquarters. You will die here.",575
"Cardassian alley","BREEN: (electronic noise)",575
"Cardassian alley","JEM'HADAR: I do not understand you.",575
"Cardassian alley","(The Breen shoots both Jem'Hadar. It then removes it's faceplate to reveal Kira.)",575
"Cardassian alley","GARAK: I don't mean to sound ungrateful, but what are you doing here?",575
"Cardassian alley","KIRA: Watching your backs.",575
"Cardassian alley","DAMAR: I thought we decided it would be safer if you stayed out of sight.",575
"Cardassian alley","KIRA: That's what the helmet's for. You should be wearing one too. Every Jem'Hadar and Breen soldier on Cardassia is looking for you.",575
"Cardassian alley","DAMAR: If I'm going to lead this revolt, I can't do it hiding in a cellar. It was necessary for me to attend the gathering tonight.",575
"Cardassian alley","KIRA: Well, fill me in later. If anyone stops us, you're my prisoners. ",575
"Cardassian cellar","GARAK: But the vote was unanimous. The work disruptions begin tomorrow.",575
"Cardassian cellar","DAMAR: Power, communication and transportation facilities throughout Cardassia will be sabotaged.",575
"Cardassian cellar","GARAK: The Dominion fleet will be cut off from all ground support.",575
"Cardassian cellar","KIRA: That way, they'll have to face the invasion force on their own.",575
"Cardassian cellar","DAMAR: And once the Dominion is crushed",575
"Cardassian cellar","(Mila comes down the stairs with a tray.)",575
"Cardassian cellar","MILA: All Cardassia will be free again. Oh, when you were a small boy, I was worried about you. Always getting in trouble. So secretive, so full of deceit. Who would have thought those distasteful characteristics would be turned to virtues. More tea?",575
"Cardassian cellar","GARAK: You're too kind. ",575
"Bridge","SISKO: Do you hear that, Chief?",575
"Bridge","O'BRIEN: Sounds like the Doppler compensators are out of phase.",575
"Bridge","SISKO: Ensign, how's she handling?",575
"Bridge","NOG: She's not quite as smooth as the old Defiant, sir. Feels a bit sluggish.",575
"Bridge","SISKO: Chief?",575
"Bridge","O'BRIEN: I'm on it. O'Brien to Engineering.",575
"Bridge","ENGINEER [OC]: Engineering.",575
"Bridge","O'BRIEN: Recalibrate the inertial dampers and check the plasma flow regulators while you're at it.",575
"Bridge","ENGINEER [OC]: Right away, Chief.",575
"Bridge","O'BRIEN: You'd think someone would have come up with a better inertial control system.",575
"Bridge","BASHIR: What's that, Miles?",575
"Bridge","O'BRIEN: I said I wish you'd wipe that grin off your face. You're not the first person to fall in love, you know.",575
"Bridge","BASHIR: I thought you'd be happy for me.",575
"Bridge","O'BRIEN: I am happy for you. O'Brien to Engineering.",575
"Bridge","ENGINEER [OC]: Engineering.",575
"Bridge","O'BRIEN: Now try re-aligning the induction coils.",575
"Bridge","ENGINEER [OC]: Will do.",575
"Bridge","EZRI: You're sure you're not angry?",575
"Bridge","WORF: Why should I be angry? I have been asking you to tell the doctor how you feel about him for the past month.",575
"Bridge","EZRI: Well, now that he knows how I feel.",575
"Bridge","WORF: I am happy for you.",575
"Bridge","EZRI: That's a relief.",575
"Bridge","WORF: But I am going to kill him.",575
"Bridge","EZRI: You're kidding, right?",575
"Bridge","WORF: And Jadzia said I did not have a sense of humour.",575
"Bridge","O'BRIEN: Julian, there's something I need to talk to you about.",575
"Bridge","BASHIR: You're getting pressure from Keiko, aren't you?",575
"Bridge","O'BRIEN: How did you know?",575
"Bridge","BASHIR: It's a big decision. I'm surprised it didn't come up sooner.",575
"Bridge","O'BRIEN: Actually, we've been talking about it for quite a while.",575
"Bridge","BASHIR: Well, you can stop talking about it. We'll move the Alamo into my quarters.",575
"Bridge","NOG: I could still use a little more equalisation on the torque buffers.",575
"Bridge","O'BRIEN: Right. I'll try to compensate with the impulse response filters.",575
"Bridge","BASHIR: That way, your quarters won't be so cluttered and you can still use it whenever you want.",575
"Bridge","O'BRIEN: I wasn't talking about the Alamo model. Besides, it's too big for your quarters.",575
"Bridge","BASHIR: You let me worry about that. So, what were you talking about?",575
"Bridge","O'BRIEN: Oh, it's nothing that can't wait. Is that any better, Nog?",575
"Bridge","NOG: Torque buffers are stable.",575
"Bridge","SISKO: I wish she were here, too, Constable.",575
"Bridge","ODO: If we only knew where Kira was. If we could only be sure that she was all right.",575
"Bridge","SISKO: The Colonel's a survivor.",575
"Bridge","ODO: This war, Captain. It has to end.",575
"Bridge","SISKO: And it will. Soon. One way or the other.",575
"Bridge","(And the Prophets haul him into Limbo) ",575
"Promenade","(Outside the Shrine.)",575
"Promenade","SISKO: Mother?",575
"Promenade","SARAH: The Emissary's task is nearing completion.",575
"Promenade","SISKO: Are you talking about the war?",575
"Promenade","SARAH: You have walked the path the Prophets laid out for you, Benjamin. Do not falter now.",575
"Promenade","SISKO: I don't intend to.",575
"Promenade","SARAH: Know this, my son. Your journey's end lies not before you, but behind you. ",575
"Bridge","ODO: Captain? Captain?",575
"Bridge","SISKO: The Prophets came to me in a vision",575
"Bridge","ODO: I take it they weren't bringing good news.",575
"Bridge","SISKO: I'm not sure. Only time will tell. ",575
"Winn's office","(Winn is studying the Kosst Amojan when Dukat enters.)",575
"Winn's office","DUKAT: Hello, Adami.",575
"Winn's office","WINN: You're back.",575
"Winn's office","DUKAT: Is that all you have to say to me?",575
"Winn's office","WINN: I see the Pah wraiths have restored your sight.",575
"Winn's office","DUKAT: Yes, they've forgiven me. I was hoping you could find it in your heart to do the same.",575
"Winn's office","WINN: I don't forgive war criminals. To think I took Gul Dukat to my bed. One of the most hated men in Bajoran history.",575
"Winn's office","DUKAT: I've told you how much I regret my actions during the occupation.",575
"Winn's office","WINN: Of course you do.",575
"Winn's office","DUKAT: Have you learned how to release the Pah wraiths?",575
"Winn's office","WINN: The secrets of the Kosst Amojan have been revealed to me, yes.",575
"Winn's office","DUKAT: Then why haven't you gone to the Fire Caves and freed them?",575
"Winn's office","WINN: I was waiting for you.",575
"Winn's office","DUKAT: Then you do forgive me.",575
"Winn's office","WINN: I need your help, Dukat. It's as simple as that.",575
"Winn's office","DUKAT: All you have to do is ask. Together we will release the Pah wraiths so they can lay claim to the Celestial Temple and destroy the Prophets.",575
"Winn's office","WINN: And their Emissary.",575
"Winn's office","DUKAT: No, no, no. Benjamin Sisko will be dealt with by me and me alone.",575
"Winn's office","WINN: Assuming he survives the invasion of Cardassia.",575
"Winn's office","DUKAT: Oh, he'll survive. But I promise you, he'll wish he hadn't. ",575
"Holosuite - Vic's lounge","(A two man card game is ongoing.)",575
"Holosuite - Vic's lounge","VIC: You going to sit there all night, Quark?",575
"Holosuite - Vic's lounge","QUARK: Got any threes?",575
"Holosuite - Vic's lounge","VIC: Go fish.",575
"Holosuite - Vic's lounge","(Quark draws a card and throws his hand in.)",575
"Holosuite - Vic's lounge","VIC: Don't tell me you're quitting?",575
"Holosuite - Vic's lounge","QUARK: It's just not my game.",575
"Holosuite - Vic's lounge","VIC: Want to try pinochle again? How about rummy, or gin rummy? Five card stud? Canasta?",575
"Holosuite - Vic's lounge","QUARK: How about some tongo?",575
"Holosuite - Vic's lounge","VIC: Did they play tongo in Las Vegas in nineteen sixty two?",575
"Holosuite - Vic's lounge","QUARK: How could they? It's a Ferengi game.",575
"Holosuite - Vic's lounge","VIC: Which is why my holographic programme can't create it.",575
"Holosuite - Vic's lounge","QUARK: I know, I know, this place is period specific. For a hologram, you're not very accommodating.",575
"Holosuite - Vic's lounge","VIC: Oh, is that why you dropped by? To insult me?",575
"Holosuite - Vic's lounge","QUARK: I dropped by because I had nothing else to do. My bar hasn't had half a dozen customers all day. Everyone's off fighting this stupid war.",575
"Holosuite - Vic's lounge","VIC: It's not easy staying behind, is it? Knowing that your friends are out there risking their lives.",575
"Holosuite - Vic's lounge","QUARK: They think they have it rough? They should try leading my life for a day. The hospitality industry isn't for the faint-hearted.",575
"Holosuite - Vic's lounge","VIC: A bartender's life is a lonely one.",575
"Holosuite - Vic's lounge","QUARK: That's true, but few people understand that. They think it's one big, happy party. They forget that the person giving the party never has any fun. He's too busy making sure everybody else is having fun. All I do all day long is give, give, give.",575
"Holosuite - Vic's lounge","VIC: Bartending is a very noble profession. You do it well, under some very difficult circumstances, I might add. You should be proud.",575
"Holosuite - Vic's lounge","(The band arrives.)",575
"Holosuite - Vic's lounge","QUARK: You think so?",575
"Holosuite - Vic's lounge","VIC: I know so, pallie.",575
"Holosuite - Vic's lounge","QUARK: I just hope Nog and the rest of those heroic idiots come back in one piece.",575
"Holosuite - Vic's lounge","GINGER: There you are. Vic, sweetie, are you ready? Jimmy and Peter are about to go on.",575
"Holosuite - Vic's lounge","VIC: Sorry, pallie, got to run. Durante and Lawford are at the Sands. Can't miss that.",575
"Holosuite - Vic's lounge","QUARK: I thought you said a bartender's life was a lonely one?",575
"Holosuite - Vic's lounge","VIC: It is. But I'm not a bartender.",575
"Holosuite - Vic's lounge","(Vic and Ginger leave. Quark checks Vic's cards. There was a three.)",575
"Holosuite - Vic's lounge","QUARK: Go fish. ",575
"Bajoran fire caves","(The outside of the mountain entrance is carved. Inside it's too hot for a Bajoran, but just nice for a Cardassian.)",575
"Bajoran fire caves","DUKAT: Is it really necessary to rest so often?",575
"Bajoran fire caves","WINN: You don't need to wait for me. Go on ahead. Wander aimlessly through these caves for the rest of your miserable life.",575
"Bajoran fire caves","DUKAT: I'm in no hurry. During the occupation, my people found the Bajorans' fear of these caves amusing. And yet we never took the time to visit them. And now, here I am. It's ironic, isn't it?",575
"Bajoran fire caves","WINN: I don't care.",575
"Bajoran fire caves","DUKAT: Excuse me? I just meant",575
"Bajoran fire caves","WINN: I'm sure you have many interesting anecdotes about the occupation, but I don't have any desire to hear them.",575
"Bajoran fire caves","DUKAT: I meant no disrespect, Adami.",575
"Bajoran fire caves","WINN: And stop calling me Adami. That privilege is no longer yours.",575
"Bajoran fire caves","DUKAT: How should I address you then?",575
"Bajoran fire caves","WINN: From now on, you will address me as Eminence. Is that clear?",575
"Bajoran fire caves","DUKAT: Perfectly. Eminence. ",575
"Dominion briefing room","(Night is falling.)",575
"Dominion briefing room","FOUNDER: I see your point. But for two millennia the Jem'Hadar have been the Dominion's first line of defence. It would damage their morale to have to take a back seat to the Breen.",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","FOUNDER: Very well. In the spirit of our new alliance, I will inform the Jem'Hadar that the Breen forces will stand alongside them.",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","FOUNDER: I'm glad that pleases you.",575
"Dominion briefing room","WEYOUN: I think we have a problem.",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","WEYOUN: Our lines are spread too thin, especially here, at the centre. We need to despatch reinforcements immediately.",575
"Dominion briefing room","FOUNDER: Do you agree?",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","FOUNDER: Notify the Jem'Hadar. Order them to reinforce the centre of their lines.",575
"Dominion briefing room","(And the power goes out.)",575
"Dominion briefing room","FOUNDER: Now what?",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","COMPUTER: Emergency power engaged.",575
"Dominion briefing room","(Lights up and Broca enters.)",575
"Dominion briefing room","BROCA: Founder, I'm relieved to see that you're all right.",575
"Dominion briefing room","WEYOUN: Long range communications are down. I can't contact the Jem'Hadar.",575
"Dominion briefing room","GOR: (electronic noise)",575
"Dominion briefing room","WEYOUN: Of course I'll keep trying.",575
"Dominion briefing room","FOUNDER: What caused the power failure?",575
"Dominion briefing room","BROCA: I'm afraid it was sabotage.",575
"Dominion briefing room","WEYOUN: Almost every Dominion installation on Cardassia Prime has suffered damage.",575
"Dominion briefing room","FOUNDER: Damar.",575
"Dominion briefing room","BROCA: We captured some of the terrorists, but they're not soldiers. They're ordinary citizens.",575
"Dominion briefing room","(She grabs Broca by the throat.)",575
"Dominion briefing room","FOUNDER: Are you telling me the Cardassian people are rising up against us?",575
"Dominion briefing room","BROCA: I'm sure it's only a small number of malcontents.",575
"Dominion briefing room","FOUNDER: But we have no way of knowing that, do we?",575
"Dominion briefing room","WEYOUN: Founder, may I make a suggestion?",575
"Dominion briefing room","FOUNDER: Yes, I am sure that Broca would be very happy to hear what you have to say.",575
"Dominion briefing room","WEYOUN: If the Cardassian people are responsible for these acts of terrorism, if Damar and his fanatics have turned them against us, then it's the people who should be punished.",575
"Dominion briefing room","FOUNDER: Now what do you say to that?",575
"Dominion briefing room","BROCA: Severely punished.",575
"Dominion briefing room","(She lets him go.)",575
"Dominion briefing room","FOUNDER: Well I'm glad we all agree. See to it. ",575
"Cardassian cellar","(Garak is working on something.)",575
"Cardassian cellar","DAMAR: It's been twenty four minutes.",575
"Cardassian cellar","KIRA: Not bad.",575
"Cardassian cellar","GARAK: If the Dominion hasn't been able to restore power to the capital, then the entire planet must be in chaos.",575
"Cardassian cellar","DAMAR: I hope so.",575
"Cardassian cellar","MILA: I'm afraid I was only able to find two more lightsticks. There's more about the house somewhere but I just couldn't",575
"Cardassian cellar","GARAK: Just stop dawdling and give them to me.",575
"Cardassian cellar","MILA: How well I remember that tone of voice. It reminds me of the demanding and inconsiderate boy you used to be.",575
"Cardassian cellar","GARAK: I haven't changed much, have I?",575
"Cardassian cellar","DAMAR: This will send a clear message to the Dominion. The Cardassian people will fight to regain their freedom.",575
"Cardassian cellar","KIRA: I hope they realise their fight is just beginning. We're going to have to hit the enemy again and harder this time.",575
"Cardassian cellar","GARAK: That won't be easy. They will have tightened their security.",575
"Cardassian cellar","KIRA: That doesn't matter. We can't lose our momentum.",575
"Cardassian cellar","DAMAR: The Commander is right. We cannot rest until Cardassia's free. And when it is, we'll have you to thank for it. Without you, this rebellion would have died in its infancy.",575
"Cardassian cellar","GARAK: Ironic, isn't it? The saviour of Cardassia a former Bajoran terrorist.",575
"Cardassian cellar","KIRA: Don't canonise me just yet.",575
"Cardassian cellar","(Power comes back on.)",575
"Cardassian cellar","DAMAR: It's been twenty six and a half minutes. Let's see what the Dominion has to say for itself.",575
"Cardassian cellar","WEYOUN [on monitor]: Citizens of Cardassia. This latest wave of vandalism directed against your Dominion allies must stop.",575
"Cardassian cellar","GARAK: I wouldn't count on it.",575
"Cardassian cellar","WEYOUN: [on monitor]: We know these disgraceful acts of sabotage were carried out by a mere handful of extremists. But these radicals must come to realise that their disobedience will not be tolerated. That you, the Cardassian people, will suffer the consequences of their cowardly actions. Which is why I must inform you a few moments ago, Dominion troops reduced Lakarian City to ashes. There were no survivors. Two million men, women and children gone in a matter of moments. For each act of sabotage committed against the Dominion, another Cardassian city will be destroyed. I implore you not to let that happen. Let us return to the spirit of friendship and cooperation between our peoples, so that together, we can defeat our common enemies, the Federation, the Klingons, the Romulans and all the others that stand against us. Thank you.",575
"Cardassian cellar","DAMAR: I should've killed that Vorta jackal when I had the chance.",575
"Cardassian cellar","KIRA: You want another one? We'll attack Dominion Headquarters.",575
"Cardassian cellar","GARAK: Chop off a snake's head and the body will die.",575
"Cardassian cellar","KIRA: Exactly. Damar, for the past two years you've practically lived in that building.",575
"Cardassian cellar","DAMAR: If you're asking me if I know a way in, the answer is no. Not without a valid security protocol.",575
"Cardassian cellar","KIRA: We'll use force. We're going to need some kind of explosives.",575
"Cardassian cellar","GARAK: I'll get right on it.",575
"Cardassian cellar","MILA: What you're proposing is suicide.",575
"Cardassian cellar","GARAK: If you don't have anything positive to say, Mila.",575
"Cardassian cellar","MILA: All right, I'll prepare some food. Nobody should die on an empty stomach. ",575
"Bridge","EZRI: Sir, Chancellor Martok would like to speak to you and Admiral Ross.",575
"Bridge","SISKO: Put them through.",575
"Bridge","(A split screen conference call.)",575
"Bridge","MARTOK [on viewscreen]: Gentlemen, a magnificent victory lies before us.",575
"Bridge","ROSS [on viewscreen]: I trust those are prophetic words, Chancellor.",575
"Bridge","MARTOK [on viewscreen]: They are. And I've not forgotten the promise I made to both of you.",575
"Bridge","SISKO: That the three of us would share a bottle of bloodwine on Cardassia Prime.",575
"Bridge","MARTOK [on viewscreen]: A bottle? I brought a barrel of twenty three oh nine. There is no finer vintage.",575
"Bridge","ROSS [on viewscreen]: Then I'll meet you two on Cardassia.",575
"Bridge","MARTOK [on viewscreen]: We'll see who gets there first.",575
"Bridge","(Transmission ends.)",575
"Bridge","NOG: The Chancellor makes victory sound easy.",575
"Bridge","SISKO: He knows it won't be. Sisko to all hands. Prepare to engage the enemy.",575
"Bridge","(After the break, ships are having holes blows in them. Several Defiant-class ships are whizzing around.)",575
"Bridge","NOG: I'll say one thing for the Breen. They know how to pilot their ships.",575
"Bridge","SISKO: So do you, Ensign.",575
"Bridge","O'BRIEN: Stay with him.",575
"Bridge","NOG: I'm trying. He's slippery.",575
"Bridge","SISKO: Mister Worf?",575
"Bridge","WORF: Unable to lock target.",575
"Bridge","(BOOM. Crewman down.)",575
"Bridge","ODO: We have two Jem'Hadar ships coming aft of us, bearing one three six mark four.",575
"Bridge","SISKO: Evasive action, pattern Delta.",575
"Bridge","NOG: Hang on.",575
"Bridge","(They loop the loop and KaBOOM.)",575
"Bridge","SISKO: Well done, Ensign.",575
"Bridge","NOG: But I lost the Breen ship we were after.",575
"Bridge","SISKO: I wouldn't be too worried about it. There are plenty more to choose from. ",575
"Cardassian cellar","MILA: You've hardly touched your meal. No wonder you're not looking well.",575
"Cardassian cellar","GARAK: I'm not looking well because I live in a cellar.",575
"Cardassian cellar","MILA: Well, so does Legate Damar.",575
"Cardassian cellar","GARAK: And what about him?",575
"Cardassian cellar","MILA: Well, he's finished everything on his plate. Which explains why he is such a fine, handsome figure of a man.",575
"Cardassian cellar","GARAK: I'm afraid I don't follow you.",575
"Cardassian cellar","KIRA: I do. Mila, I believe you're falling in love.",575
"Cardassian cellar","MILA: Oh, I'm old enough to be his mother.",575
"Cardassian cellar","DAMAR: Nonsense.",575
"Cardassian cellar","MILA: Politicians.",575
"Cardassian cellar","(A distant doorbell sounds.)",575
"Cardassian cellar","GARAK: Who could that be?",575
"Cardassian cellar","MILA: I'll go see. ",575
"Mila's house","(Mila opens her door to three Jem'Hadar and two Cardassians, all armed.)",575
"Mila's house","MILA: May I help you? ",575
"Cardassian cellar","DAMAR: What's taking her so long?",575
"Cardassian cellar","GARAK: I don't know.",575
"Cardassian cellar","(The door at the top of the stairs opens, then Mila's body tumbles down.)",575
"Cardassian cellar","GARAK: Mila!",575
"Cardassian cellar","(He rushes to her as a metal object bounces down the steps.)",575
"Cardassian cellar","KIRA: Garak! Garak, get out of there!",575
"Cardassian cellar","(BOOM and they're knocked down. Kira crawls for a rifle and is stopped by a Jem'Hadar.) ",575
"Bridge","(Casualties mount on both sides. A Federation ship gets a phaser straight through it, and the engine room explodes. Klingons destroy Jem'Hadar ships, others ram their vessels. Bodies fly off through hull breaches. Defiant dodges between cruisers with two Jem'Hadar on it's tail.)",575
"Bridge","BASHIR: I can't look away for a second.",575
"Bridge","O'BRIEN: Just fix the shoulder.",575
"Bridge","(BOOM)",575
"Bridge","O'BRIEN: Careful!",575
"Bridge","BASHIR: Sit still or you'll end up with one arm shorter than the other.",575
"Bridge","O'BRIEN: You'd do anything to beat me at darts.",575
"Bridge","BASHIR: I haven't lost a game to you in months.",575
"Bridge","O'BRIEN: I'm going to miss our games, Julian.",575
"Bridge","(BOOM)",575
"Bridge","BASHIR: What are you talking about? You're going to be fine",575
"Bridge","O'BRIEN: I'm leaving DS Nine, Julian. I'm moving back to Earth.",575
"Bridge","BASHIR: Why?",575
"Bridge","O'BRIEN: I've been offered a position at Starfleet Academy. Professor of Engineering.",575
"Bridge","BASHIR: When?",575
"Bridge","O'BRIEN: When the war's over.",575
"Bridge","BASHIR: Oh. I see.",575
"Bridge","O'BRIEN: Somebody has to teach you officers the difference between a warp matrix flux capacitor and a self sealing stembolt.",575
"Bridge","BASHIR: Of course.",575
"Bridge","(BOOM)",575
"Bridge","EZRI: Captain, Admiral Ross for you.",575
"Bridge","SISKO: On screen.",575
"Bridge","ROSS: [on viewscreen]: The Romulan flagship's been destroyed. Their entire line is collapsing.",575
"Bridge","SISKO: We'll try to help.",575
"Bridge","ROSS [on viewscreen]: With what? Ben, we're losing too many ships. We've got to find a way to turn the Dominion's left flank.",575
"Bridge","SISKO: It's too well protected, but their lines are spread pretty thin in the middle.",575
"Bridge","(BOOM)",575
